ENSG00000242268	0	1.92E-05	0.19472715	0.207743396	0.5	0.272048524	164	1
ENSG00000270112	0	1.77E-06	0.935820343	0.865123922	0.5	0.46107008	164	1
ENSG00000167578	0.000300713	0.000549871	0.752208586	0.597571365	0.5	0.807781256	164	1
ENSG00000273842	0	0	0.603277703	0.656629979	0.5	0.633020497	164	1
ENSG00000078237	0.000330505	0.001508815	0.422622528	0.203479074	0.5	0.984425691	164	1
ENSG00000146083	0.001526726	0.001825004	0.185630154	0.1257567	0.5	0.672577446	164	1
ENSG00000225275	0	0	0.006050287	0.003614513	0.5	0.829249715	164	1
ENSG00000158486	1.74E-05	2.55E-05	0.827735109	0.850367796	0.5	0.774654398	164	1
ENSG00000198242	0.015829831	0.042298918	0.106434074	0.079022179	0.5	0.106754015	164	1
ENSG00000259883	2.44E-05	2.94E-05	0.949568899	0.940725284	0.5	0.486203864	164	1
ENSG00000231981	0	0	0.040613247	0.048326693	0.5	0.516360024	164	1
ENSG00000269475	0	0	0.017186257	0.009557504	0.5	0.221780973	164	1
ENSG00000201788	0	0	0.040483733	0.074797231	0.5	0.914624581	164	1
ENSG00000134108	0.00489686	0.009046451	0.48741039	0.542760727	0.5	0.285406492	164	1
ENSG00000263089	2.93E-06	1.48E-05	0.872595535	0.842136796	0.5	0.263558777	164	1
ENSG00000172137	0.000270351	0.000389087	0.010674854	0.005332574	0.5	0.359086032	164	1
ENSG00000167700	0.002664715	0.002078777	0.636678922	0.815483967	0.5	0.753021935	164	1
ENSG00000234943	8.31E-06	2.41E-05	0.708958847	0.493820209	0.5	0.205387349	164	1
ENSG00000240423	2.48E-06	0	0.705084721	0.841149257	0.5	0.303146701	164	1
ENSG00000060642	0.001265036	0.002683888	0.792947645	0.857171001	0.5	0.284475518	164	1
ENSG00000271616	0	0	0.905764751	0.774253468	0.5	0.693241497	164	1
ENSG00000234881	0	0	0.285051786	0.297203783	0.5	0.054615833	164	1
ENSG00000236040	0	4.56E-06	0.031502348	0.030067106	0.5	0.43980696	164	1
ENSG00000231105	1.64E-05	3.11E-05	0.113548492	0.032691639	0.5	0.07885051	164	1
ENSG00000243044	0	0	0.991760144	0.984476287	0.5	0.624719943	164	1
ENSG00000182141	0.000367805	0.000701464	0.017752167	0.007650468	0.5	0.883212394	164	1
ENSG00000269416	2.85E-06	0.00014045	0.900108396	0.883229253	0.5	0.532063509	164	1
ENSG00000264981	0	0	0.628924568	0.751142858	0.5	0.030297189	164	1
ENSG00000275265	0	9.97E-06	0.905842645	0.926917307	0.5	0.836999705	164	1
ENSG00000185105	1.53E-05	1.11E-05	0.469799673	0.552626546	0.5	0.870536781	164	1
ENSG00000233540	7.91E-06	0	0.750733607	0.456789819	0.5	0.209061892	164	1
ENSG00000102174	0.000234019	7.54E-05	0.003972823	0.002054438	0.5	0.930879201	164	1
ENSG00000271647	0	3.25E-06	0.594541811	0.875118166	0.5	0.065137305	164	1
ENSG00000166391	0.000560723	0.000457245	0.876753448	0.920201257	0.5	0.779148385	164	1
ENSG00000270469	1.16E-05	2.24E-05	0.176952936	0.230134979	0.5	0.388785469	164	1
ENSG00000070087	0.003309571	0.004403885	0.023093452	0.044105778	0.5	0.236234018	164	1
ENSG00000262950	0	0	0.017840777	0.024018231	0.5	0.518799027	164	1
ENSG00000255420	0	0	0.413514813	0.454130899	0.5	0.34714094	164	1
ENSG00000280038	0	0	0.052111849	0.040098895	0.5	0.685109549	164	1
ENSG00000266261	2.74E-05	2.38E-05	0.013824724	0.019599717	0.5	0.944151975	164	1
ENSG00000153561	0.002414387	0.003837409	0.902446222	0.967972284	0.5	0.005826379	164	1
ENSG00000269148	4.51E-05	4.16E-05	0.944933668	0.958727657	0.5	0.26357566	164	1
ENSG00000274458	0	0	0.537616037	0.538563327	0.5	0.881528671	164	1
ENSG00000273406	0	0	0.916486925	0.826987469	0.5	0.943939338	164	1
ENSG00000179262	0.004849593	0.007751882	0.589990498	0.682516009	0.5	0.944551952	164	1
ENSG00000214198	1.73E-05	8.09E-05	0.03985528	0.06573103	0.5	0.34878398	164	1
ENSG00000278099	0	0	0.700121952	0.047365107	0.5	0.495045358	164	1
ENSG00000166368	0	0	0.933019891	0.924888496	0.5	0.165783194	164	1
ENSG00000206072	0	0	0.766802906	0.928246861	0.5	0.391965902	164	1
ENSG00000234900	0	0	0.949183651	0.879606393	0.5	0.330376812	164	1
ENSG00000258630	1.84E-05	5.34E-06	0.922481808	0.967735383	0.5	0.7769856	164	1
ENSG00000127511	0.000882478	0.001584866	0.132177675	0.080039545	0.5	0.468717414	164	1
ENSG00000220993	0	0	0.353231678	0.312643582	0.5	0.09106124	164	1
ENSG00000225269	0	0	0.067064232	0.107934442	0.5	0.654434564	164	1
ENSG00000214062	4.33E-05	5.64E-05	0.028204393	0.080723299	0.5	0.534752231	164	1
ENSG00000095587	1.38E-05	3.40E-05	0.041737161	0.037588001	0.5	0.304512987	164	1
ENSG00000274219	0	0	0.900532662	0.872951869	0.5	0.900212391	164	1
ENSG00000230100	0	0	0.003030248	0.002560765	0.5	0.326704504	164	1
ENSG00000064601	0.002068765	0.003662695	0.360594483	0.217502992	0.5	0	164	1
ENSG00000227766	6.31E-06	0.001659073	0.024521584	0.015499161	0.5	0.047854417	164	1
ENSG00000008517	0.00014933	0.002318021	0.188368545	0.38263039	0.5	0.920671711	164	1
ENSG00000215246	1.35E-05	3.91E-06	0.361306849	0.336604675	0.5	0.282480527	164	1
ENSG00000266644	1.68E-05	4.86E-05	0.67101919	0.943175492	0.5	0.912583568	164	1
ENSG00000236893	0	0	0.372882063	0.853629642	0.5	0.541507675	164	1
ENSG00000254465	0	0	0.484619329	0.334059197	0.5	0.204997241	164	1
ENSG00000088179	0.000289975	0.000945784	0.016746666	0.01205434	0.5	0.562068019	164	1
ENSG00000070081	0.001414723	0.0023936	0.229839553	0.043571907	0.5	0.195228045	164	1
ENSG00000275479	0.000254933	0.000527727	0.056098736	0.06517176	0.5	0.798063145	164	1
ENSG00000166634	0	0	0.954388737	0.974213346	0.5	0.3427734	164	1
ENSG00000261789	0	0	0.022526028	0.027407861	0.5	0.148059904	164	1
ENSG00000254092	0	0	0.053213254	0.066218306	0.5	0.608953789	164	1
ENSG00000197421	5.71E-06	0	0.782342591	0.636731046	0.5	0.056204874	164	1
ENSG00000161558	0.000232723	0.000500321	0.307568031	0.407667169	0.5	0.720410474	164	1
ENSG00000276644	0.000574796	0.005441262	0.907483282	0.962685953	0.5	0.35000379	164	1
ENSG00000260900	0	0	0.049934356	0.063967373	0.5	0.634129793	164	1
ENSG00000278732	0	0	0.17754415	0.076563808	0.5	0.343808397	164	1
ENSG00000196167	0.000233835	2.08E-05	0.504972343	0.393302458	0.5	0.014393127	164	1
ENSG00000268465	0	0	0.868197645	0.684341574	0.5	0.991853278	164	1
ENSG00000264438	1.19E-05	0	0.951558379	0.941664772	0.5	0.734249777	164	1
ENSG00000204113	0	3.70E-06	0.856707488	0.799879366	0.5	0.228165622	164	1
ENSG00000207000	0	0	0.63995475	0.248987988	0.5	0.903302179	164	1
ENSG00000254131	3.73E-05	1.08E-05	0.106897829	0.205412246	0.5	0.264907004	164	1
ENSG00000118972	0	0	0.987429665	0.864722075	0.5	0.351245326	164	1
ENSG00000264104	0	0	0.047001003	0.111626068	0.5	0.2150833	164	1
ENSG00000179833	0.000956482	0.002915925	0.455431037	0.799536615	0.5	0.691977014	164	1
ENSG00000264576	3.68E-05	0	0.981861019	0.970869878	0.5	0.04678632	164	1
ENSG00000064225	0.000121535	0.000241791	0.811822389	0.761138976	0.5	0.343794114	164	1
ENSG00000267108	3.73E-05	0.000270146	0.02338488	0.016487628	0.5	0.467084937	164	1
ENSG00000221372	0	0	0.083401332	0.129654776	0.5	0.840982469	164	1
ENSGR0000264510	0	0	0.852932577	0.843715997	0.5	0.473762426	164	1
ENSG00000057294	0.000583892	0.00102845	0.553479839	0.973073454	0.5	0.303435692	164	1
ENSG00000227535	1.23E-05	0	0.80211104	0.240064927	0.5	0.802835602	164	1
ENSG00000252628	3.68E-05	0	0.332418755	0.755076682	0.5	0.794787304	164	1
ENSG00000166007	0	0	0.41900464	0.892067433	0.5	0.371627303	164	1
ENSG00000273055	7.52E-05	0.000167015	0.124133887	0.119768186	0.5	0.830409806	164	1
ENSG00000242041	0	1.37E-05	0.003741152	0.004656758	0.5	0.292697061	164	1
ENSG00000278923	0	0	0.58765345	0.675807417	0.5	0.6521482	164	1
ENSG00000167768	3.78E-06	4.74E-05	0.872988948	0.765399654	0.5	0.393008049	164	1
ENSG00000280159	1.42E-05	5.60E-06	0.009812086	0.007799261	0.5	0.154631467	164	1
ENSG00000235240	0	0	0.572591314	0.519618666	0.5	0.218873436	164	1
ENSG00000264172	0	0	0.808313359	0.797141629	0.5	0.576482743	164	1
ENSG00000199903	0	0	0.897024995	0.819032675	0.5	0.203663896	164	1
ENSG00000200058	5.75E-05	0	0.533546182	0.913470546	0.5	0.497954629	164	1
ENSG00000275358	0	0	0.095341384	0.078467399	0.5	0.623186183	164	1
ENSG00000218358	4.96E-06	2.39E-05	0.499331861	0.179945147	0.5	0.328939786	164	1
ENSG00000266460	0	0	0.052918511	0.045264419	0.5	0.630140419	164	1
ENSG00000260371	0	0	0.804184005	0.773934552	0.5	0.690297901	164	1
ENSG00000264091	0.00028911	0.000907691	0.083235162	0.12450593	0.5	0.910830109	164	1
ENSG00000238921	0	0	0.261327584	0.308893036	0.5	0.225237958	164	1
ENSG00000274815	0	0	0.841119659	0.772377358	0.5	0.472602298	164	1
ENSG00000269349	1.07E-05	1.55E-05	0.190967167	0.259019084	0.5	0.631740722	164	1
ENSG00000200291	9.21E-05	4.45E-05	0.027705467	0.026173607	0.5	0.5774207	164	1
ENSG00000233614	1.64E-05	7.90E-06	0.052695169	0.03654155	0.5	0.250223749	164	1
ENSG00000022567	0.000370764	0.000514583	0.993381998	0.987938742	0.5	0.378886003	164	1
ENSG00000241670	0	0	0.76983498	0.943229191	0.5	0.239833897	164	1
ENSG00000278933	0	0	0.117905283	0.418725703	0.5	0.714498278	164	1
ENSG00000202175	0	3.91E-05	0.311819018	0.499515282	0.5	0.419228815	164	1
ENSG00000120662	0.000231579	0.000417098	0.055284173	0.050939579	0.5	0.597490055	164	1
ENSG00000235523	0	0	0.771016071	0.905028265	0.5	0.280709302	164	1
ENSG00000249848	0	7.89E-06	0.028468551	0.03561071	0.5	0.849342944	164	1
ENSG00000277826	0	0	0.013984326	0.011655138	0.5	0.116214444	164	1
ENSG00000230225	2.47E-06	3.58E-06	0.995496546	0.996593811	0.5	0.22551869	164	1
ENSG00000239877	0	0	0.938639251	0.903528583	0.5	0.041596665	164	1
ENSG00000201398	0	0	0.236353901	0.314105109	0.5	0.513735274	164	1
ENSG00000281474	0	0	0.902433899	0.882273254	0.5	0.346046229	164	1
ENSG00000272905	7.97E-05	5.44E-05	0.089499098	0.098450077	0.5	0.193976659	164	1
ENSG00000259952	0	0	0.691997861	0.727336837	0.5	0.496754329	164	1
ENSG00000260812	0	0	0.01181114	0.009234272	0.5	0.811537434	164	1
ENSG00000225630	0.018450168	0.056404653	0.022696025	0.018577666	0.5	0.447773011	164	1
ENSG00000230231	0	0	0.712515886	0.867893967	0.5	0.662631425	164	1
ENSG00000164283	0.000364919	0.000543941	0.434394399	0.070448399	0.5	0.858256956	164	1
ENSG00000231880	0	0	0.028277079	0.025945927	0.5	0.074332306	164	1
ENSG00000227489	0	0	0.949131961	0.940237718	0.5	0.33606213	164	1
ENSG00000254555	0	0	0.068118741	0.077004503	0.5	0.692885642	164	1
ENSG00000013392	0.00023005	0.000345475	0.303538431	0.421327258	0.5	0.033991182	164	1
ENSG00000258279	3.00E-06	0	0.926900484	0.861638562	0.5	0.468822528	164	1
